"player_id","full_name","position","position_group","team","jersey_number","height","weight","years_exp","status","college","player_display_name","games","completions","attempts","passing_yards","passing_tds","interceptions","carries","rushing_yards","rushing_tds","receptions","targets","receiving_yards","receiving_tds","fantasy_points_ppr","fantasy_ppg","pass_ypg","rush_ypg","rec_ypg","total_tds"
"00-0038740","Jalen Moreno-Cropper","WR","WR","DAL",16,71,172,1,"DEV","Fresno State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039522","Corey Crooms","WR","WR","DAL",17,72,195,0,"CUT","Minnesota",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039732","Bo Nix","QB","QB","DEN",10,74,217,0,"ACT","Oregon","Bo Nix",18,389,589,3919,30,12,96,473,4,1,1,2,1,331.26,18.4,217.7,26.3,0.1,35
"00-0035264","Jarrett Stidham","QB","QB","DEN",8,75,214,5,"ACT","Auburn","Jarrett Stidham",2,0,0,0,0,0,4,5,0,0,0,0,0,0.5,0.2,0,2.5,0,0
"00-0037013","Zach Wilson","QB","QB","DEN",4,74,208,3,"INA","Brigham Young",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036997","Javonte Williams","RB","RB","DEN",33,70,220,3,"ACT","North Carolina","Javonte Williams",18,0,0,0,0,0,146,542,4,54,72,360,0,164.2,9.1,0,30.1,20,4
"00-0038794","Jaleel McLaughlin","RB","RB","DEN",38,67,183,1,"ACT","Youngstown State","Jaleel McLaughlin",17,0,0,0,0,0,115,494,1,25,28,76,2,98,5.8,0,29.1,4.5,3
"00-0039373","Audric Estimé","RB","RB","DEN",23,71,227,0,"INA","Notre Dame","Audric Estime",13,0,0,0,0,0,76,310,2,5,5,27,0,48.7,3.7,0,23.8,2.1,2
"00-0037085","Tyler Badie","RB","RB","DEN",28,68,194,2,"ACT","Missouri","Tyler Badie",4,0,0,0,0,0,13,94,0,3,3,-2,0,10.2,2.6,0,23.5,-0.5,0
"00-0039573","Blake Watson","RB","RB","DEN",25,69,195,0,"INA","Memphis","Blake Watson",1,0,0,0,0,0,4,10,0,1,2,13,0,3.3,3.3,0,10,13,0
"00-0031595","Michael Burton","RB","RB","DEN",20,71,240,9,"ACT","Rutgers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036422","Adam Trautman","TE","TE","DEN",82,77,253,4,"ACT","Dayton","Adam Trautman",14,0,0,0,0,0,0,0,0,14,23,190,2,45,3.2,0,0,13.6,2
"00-0038783","Nate Adkins","TE","TE","DEN",45,75,252,1,"ACT","South Carolina","Nate Adkins",12,0,0,0,0,0,0,0,0,14,15,115,3,43.5,3.6,0,0,9.6,3
"00-0037539","Lucas Krull","TE","TE","DEN",85,78,260,2,"ACT","Pittsburgh","Lucas Krull",11,0,0,0,0,0,0,0,0,20,24,154,0,35.4,3.2,0,0,14,0
"00-0035329","Donald Parham","TE","TE","DEN",89,80,237,5,"DEV","Stetson University",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036779","Hunter Kampmoyer","TE","TE","DEN",84,76,244,3,"CUT","Oregon",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039574","Dylan Leonard","TE","TE","DEN",84,77,240,0,"ACT","Georgia Tech",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039936","Thomas Yassmin","TE","TE","DEN",86,77,251,0,"DEV","Utah",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034348","Courtland Sutton","WR","WR","DEN",14,76,216,6,"ACT","Southern Methodist","Courtland Sutton",17,2,2,30,1,0,0,0,0,86,144,1156,8,252.8,14.9,1.8,0,68,9
"00-0038976","Marvin Mims Jr.","WR","WR","DEN",19,71,182,1,"ACT","Oklahoma","Marvin Mims",17,0,0,0,0,0,15,43,0,41,56,515,6,132.8,7.8,0,2.5,30.3,6
"00-0039424","Devaughn Vele","WR","WR","DEN",17,77,210,0,"ACT","Utah","Devaughn Vele",14,0,0,0,0,0,0,0,0,41,57,475,3,106.5,7.6,0,0,33.9,3
"00-0039868","Troy Franklin","WR","WR","DEN",16,75,187,0,"ACT","Oregon","Troy Franklin",17,0,0,0,0,0,2,8,0,30,56,317,3,80.5,4.7,0,0.5,18.6,3
"00-0035406","Lil'Jordan Humphrey","WR","WR","DEN",84,76,225,5,"ACT","Texas","Lil'Jordan Humphrey",14,0,0,0,0,0,0,0,0,31,45,293,1,64.3,4.6,0,0,20.9,1
"00-0035359","David Sills","WR","WR","DEN",13,75,210,5,"DEV","West Virginia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036959","Michael Bandy","WR","WR","DEN",83,70,190,3,"DEV","San Diego",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038612","A.T. Perry","WR","WR","DEN",87,77,205,1,"DEV","Wake Forest",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0033106","Jared Goff","QB","QB","DET",16,76,223,8,"ACT","California","Jared Goff",18,413,579,4942,38,15,36,63,0,1,1,7,1,333.68,18.5,274.6,3.5,0.4,39
"00-0038550","Hendon Hooker","QB","QB","DET",2,75,218,1,"INA","Tennessee","Hendon Hooker",3,6,9,62,0,0,5,2,0,0,0,0,0,2.68,0.9,20.7,0.7,0,0
"00-0031237","Teddy Bridgewater","QB","QB","DET",12,74,215,10,"ACT","Louisville","Teddy Bridgewater",1,1,1,3,0,0,0,0,0,0,0,0,0,0.12,0.1,3,0,0,0
"00-0032792","Nate Sudfeld","QB","QB","DET",8,78,227,8,"CUT","Indiana",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036197","Jake Fromm","QB","QB","DET",18,74,222,4,"DEV","Georgia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039139","Jahmyr Gibbs","RB","RB","DET",26,69,200,1,"ACT","Alabama","Jahmyr Gibbs",18,0,0,0,0,0,264,1517,18,58,74,567,3,390.4,21.7,0,84.3,31.5,21
"00-0035685","David Montgomery","RB","RB","DET",5,71,222,5,"ACT","Iowa State","David Montgomery",15,2,2,23,1,0,192,803,12,36,38,341,0,225.32,15,1.5,53.5,22.7,13
"00-0035567","Craig Reynolds","RB","RB","DET",13,71,215,5,"ACT","Kutztown","Craig Reynolds",7,0,0,0,0,0,31,139,0,3,5,40,0,20.9,3,0,19.9,5.7,0
"00-0039364","Sione Vaki","RB","RB","DET",33,71,208,0,"ACT","Utah","Sione Vaki",4,0,0,0,0,0,6,14,0,3,3,37,0,8.1,2,0,3.5,9.2,0
"00-0036670","Jermar Jefferson","RB","RB","DET",28,70,209,3,"DEV","Oregon State","Jermar Jefferson",2,0,0,0,0,0,6,22,0,1,1,10,0,4.2,2.1,0,11,5,0
"00-0039065","Sam LaPorta","TE","TE","DET",87,75,249,1,"ACT","Iowa","Sam LaPorta",17,0,0,0,0,0,0,0,0,66,90,777,8,191.7,11.3,0,0,45.7,8
"00-0036754","Brock Wright","TE","TE","DET",89,77,255,3,"ACT","Notre Dame","Brock Wright",10,0,0,0,0,0,0,0,0,13,16,100,2,35,3.5,0,0,10,2
"00-0036534","Shane Zylstra","TE","TE","DET",84,76,215,3,"ACT","Minn. State-Mankato","Shane Zylstra",1,0,0,0,0,0,0,0,0,1,1,22,0,3.2,3.2,0,0,22,0
"00-0035572","Parker Hesse","TE","TE","DET",43,75,261,5,"CUT","Iowa",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037282","James Mitchell","TE","TE","DET",82,76,255,2,"DEV","Virginia Tech",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036963","Amon-Ra St. Brown","WR","WR","DET",14,72,195,3,"ACT","Southern California","Amon-Ra St. Brown",18,1,1,7,1,0,2,6,0,123,151,1400,12,337.88,18.8,0.4,0.3,77.8,13
"00-0037240","Jameson Williams","WR","WR","DET",9,73,189,2,"ACT","Alabama","Jameson Williams",16,0,1,0,0,1,12,122,2,59,95,1020,7,225.2,14.1,0,7.6,63.8,9
"00-0033375","Tim Patrick","WR","WR","DET",17,76,212,7,"ACT","Utah","Tim Patrick",16,0,0,0,0,0,0,0,0,34,48,416,3,95.6,6,0,0,26,3
"00-0032464","Kalif Raymond","WR","WR","DET",11,68,182,8,"ACT","Holy Cross","Kalif Raymond",11,0,0,0,0,0,2,0,0,20,25,252,2,63.2,5.7,0,0,22.9,2
"00-0031428","Allen Robinson","WR","WR","DET",8,74,220,10,"ACT","Penn State","Allen Robinson",6,0,0,0,0,0,0,0,0,3,7,30,0,6,1,0,0,5,0
"00-0034395","Daurice Fountain","WR","WR","DET",12,74,210,6,"CUT","Northern Iowa",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034765","Tre'Quan Smith","WR","WR","DET",10,74,210,6,"CUT","Central Florida",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035544","Tom Kennedy","WR","WR","DET",85,70,194,5,"DEV","Bryant","Tom Kennedy",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"00-0036233","Donovan Peoples-Jones","WR","WR","DET",19,74,208,4,"DEV","Michigan",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037708","Maurice Alexander","WR","WR","DET",1,71,180,4,"DEV","Florida International",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038627","Antoine Green","WR","WR","DET",18,74,200,1,"RES","North Carolina",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039439","Jalon Calhoun","WR","WR","DET",80,71,189,0,"CUT","Duke",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036264","Jordan Love","QB","QB","GB",10,76,220,4,"ACT","Utah State","Jordan Love",16,288,458,3601,25,14,27,93,1,0,0,0,0,237.34,14.8,225.1,5.8,0,26
"00-0038128","Malik Willis","QB","QB","GB",2,73,215,2,"ACT","Liberty","Malik Willis",6,40,54,550,3,0,20,138,1,0,0,0,0,51.8,8.6,91.7,23,0,4
"00-0038391","Sean Clifford","QB","QB","GB",6,74,212,1,"INA","Penn State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035700","Josh Jacobs","RB","RB","GB",8,70,220,5,"ACT","Alabama","Josh Jacobs",18,0,0,0,0,0,319,1410,16,39,46,382,1,314.2,17.5,0,78.3,21.2,17
"00-0038797","Emanuel Wilson","RB","RB","GB",31,71,220,1,"ACT","Fort Valley State","Emanuel Wilson",18,0,0,0,0,0,106,508,4,12,17,71,1,99.9,5.6,0,28.2,3.9,5
"00-0038685","Chris Brooks","RB","RB","GB",30,73,230,1,"ACT","Brigham Young","Christopher Brooks",12,0,0,0,0,0,36,183,1,13,16,78,0,45.1,3.8,0,15.2,6.5,1
"00-0039811","MarShawn Lloyd","RB","RB","GB",32,69,210,0,"RES","Southern California","MarShawn Lloyd",1,0,0,0,0,0,6,15,0,1,1,3,0,2.8,2.8,0,15,3,0
"00-0036265","AJ Dillon","RB","RB","GB",28,72,250,4,"RES","Boston College",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036582","Nate McCrary","RB","RB","GB",30,73,225,3,"DEV","Saginaw Valley State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038965","Ellis Merriweather","RB","RB","GB",38,73,225,1,"DEV","Massachusetts",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039271","Jarveon Howard","RB","RB","GB",35,70,202,0,"CUT","Alcorn State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039687","DeShaun Fenwick","RB","RB","GB",35,74,225,0,"DEV","Oregon State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038996","Tucker Kraft","TE","TE","GB",85,77,255,1,"ACT","South Dakota State","Tucker Kraft",18,0,0,0,0,0,5,16,0,55,75,733,7,171.9,9.5,0,0.9,40.7,7
"00-0039144","Luke Musgrave","TE","TE","GB",88,78,252,1,"ACT","Oregon State","Luke Musgrave",7,0,0,0,0,0,0,0,0,7,10,45,0,11.5,1.6,0,0,6.4,0
"00-0038809","Ben Sims","TE","TE","GB",89,77,258,1,"INA","Baylor","Ben Sims",4,0,0,0,0,0,0,0,0,4,5,42,0,8.2,2.1,0,0,10.5,0
"00-0037306","John FitzPatrick","TE","TE","GB",86,79,250,2,"ACT","Georgia","John FitzPatrick",1,0,0,0,0,0,0,0,0,1,1,2,0,1.2,1.2,0,0,2,0
"00-0036250","Tyler Davis","TE","TE","GB",84,76,250,4,"RES","Georgia Tech",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038468","Henry Pearson","TE","TE","GB",44,75,245,1,"CUT","Appalachian State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038913","Johnny Lumpkin","TE","TE","GB",86,78,268,1,"CUT","Louisiana-Lafayette",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039275","Messiah Swinson","TE","TE","GB",48,80,260,0,"DEV","Arizona State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039146","Jayden Reed","WR","WR","GB",11,71,190,1,"ACT","Michigan State","Jayden Reed",18,0,0,0,0,0,20,163,1,59,79,903,6,205.6,11.4,0,9.1,50.2,7
"00-0037816","Romeo Doubs","WR","WR","GB",87,74,200,2,"ACT","Nevada","Romeo Doubs",14,0,0,0,0,0,0,0,0,48,74,614,4,135.4,9.7,0,0,43.9,4
"00-0038393","Dontayvion Wicks","WR","WR","GB",13,73,208,1,"ACT","Virginia","Dontayvion Wicks",18,0,0,0,0,0,0,0,0,41,82,454,5,116.4,6.5,0,0,25.2,5
"00-0038124","Christian Watson","WR","WR","GB",9,76,208,2,"INA","North Dakota State","Christian Watson",14,0,0,0,0,0,4,23,0,29,53,620,2,105.3,7.5,0,1.6,44.3,2
"00-0038465","Malik Heath","WR","WR","GB",18,74,215,1,"ACT","Mississippi","Malik Heath",6,0,0,0,0,0,0,0,0,10,17,97,2,31.7,5.3,0,0,16.2,2
"00-0037091","Bo Melton","WR","WR","GB",80,71,195,2,"ACT","Rutgers","Bo Melton",12,0,0,0,0,0,8,54,0,9,20,107,0,25.1,2.1,0,4.5,8.9,0
"00-0034732","Alex McGough","WR","WR","GB",2,75,214,6,"DEV","Florida International",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038681","Jalen Wayne","WR","WR","GB",86,74,207,1,"CUT","South Alabama",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038806","Malik Knowles","WR","WR","GB",82,74,200,1,"DEV","Kansas State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039329","Julian Hicks","WR","WR","GB",81,74,201,0,"DEV","Albany, N.Y.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039330","Dimitri Stanley","WR","WR","GB",19,72,200,0,"CUT","Iowa State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039437","Cornelius Johnson","WR","WR","GB",83,75,208,0,"DEV","Michigan",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039163","C.J. Stroud","QB","QB","HOU",7,75,218,1,"ACT","Ohio State","C.J. Stroud",19,377,593,4254,21,13,64,317,0,0,1,0,0,251.86,13.3,223.9,16.7,0,21
"00-0036898","Davis Mills","QB","QB","HOU",10,76,225,3,"ACT","Stanford","Davis Mills",4,20,36,212,0,0,3,11,0,0,0,0,0,9.58,2.4,53,2.8,0,0
"00-0028986","Case Keenum","QB","QB","HOU",18,73,215,12,"RES","Houston",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039577","Kedon Slovis","QB","QB","HOU",16,75,215,0,"DEV","Brigham Young",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0033897","Joe Mixon","RB","RB","HOU",28,73,220,7,"ACT","Oklahoma","Joe Mixon",16,0,1,0,0,0,288,1210,13,39,57,334,1,275.4,17.2,0,75.6,20.9,14
"00-0033854","Dare Ogunbowale","RB","RB","HOU",33,71,205,7,"ACT","Wisconsin","Dare Ogunbowale",17,0,0,0,0,0,32,126,0,20,29,198,1,58.4,3.4,0,7.4,11.6,1
"00-0037258","Dameon Pierce","RB","RB","HOU",31,70,215,2,"ACT","Florida","Dameon Pierce",11,0,0,0,0,0,46,318,2,2,5,2,0,46,4.2,0,28.9,0.2,2
"00-0036096","J.J. Taylor","RB","RB","HOU",26,66,185,4,"INA","Arizona","J.J. Taylor",3,0,0,0,0,0,10,44,0,2,3,0,0,6.4,2.1,0,14.7,0,0
"00-0039603","British Brooks","RB","RB","HOU",44,71,225,0,"RES","North Carolina","British Brooks",1,0,0,0,0,0,1,2,0,0,0,0,0,0.2,0.2,0,2,0,0
"00-0034433","Nick Bawden","RB","RB","HOU",83,74,245,6,"CUT","San Diego State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034959","Andrew Beck","RB","RB","HOU",47,75,255,5,"ACT","Texas",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037456","Troy Hairston","RB","RB","HOU",34,71,245,2,"DEV","Central Michigan",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039405","Jawhar Jordan","RB","RB","HOU",42,70,185,0,"DEV","Louisville",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034383","Dalton Schultz","TE","TE","HOU",86,77,242,6,"ACT","Stanford","Dalton Schultz",19,0,0,0,0,0,0,0,0,59,93,618,2,132.8,7,0,0,32.5,2
"00-0039359","Cade Stover","TE","TE","HOU",87,76,251,0,"RES","Ohio State","Cade Stover",14,0,0,0,0,0,0,0,0,19,26,161,1,41.1,2.9,0,0,11.5,1
"00-0036556","Brevin Jordan","TE","TE","HOU",9,75,245,3,"RES","Miami","Brevin Jordan",2,0,0,0,0,0,0,0,0,2,3,7,0,2.7,1.4,0,0,3.5,0
"00-0034970","Irv Smith","TE","TE","HOU",83,74,240,5,"ACT","Alabama","Irv Smith",1,0,0,0,0,0,0,0,0,1,1,2,0,1.2,1.2,0,0,2,0
"00-0035345","Chris Myarick","TE","TE","HOU",84,77,255,5,"DEV","Temple",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036225","Dalton Keene","TE","TE","HOU",40,76,251,4,"RES","Virginia Tech",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037277","Teagan Quitoriano","TE","TE","HOU",85,78,259,2,"RES","Oregon State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036554","Nico Collins","WR","WR","HOU",12,76,222,3,"ACT","Michigan","Nico Collins",14,0,0,0,0,0,0,0,0,80,115,1209,8,248.9,17.8,0,0,86.4,8
"00-0038977","Tank Dell","WR","WR","HOU",3,70,165,1,"RES","Houston","Tank Dell",14,0,0,0,0,0,9,43,0,51,81,667,3,140,10,0,3.1,47.6,3
"00-0031588","Stefon Diggs","WR","WR","HOU",1,72,191,9,"RES","Maryland","Stefon Diggs",8,1,1,13,0,0,3,8,1,47,64,496,3,121.92,15.2,1.6,1,62,4
"00-0037614","John Metchie III","WR","WR","HOU",8,72,195,2,"ACT","Alabama","John Metchie",12,0,0,0,0,0,0,0,0,30,47,317,1,65.7,5.5,0,0,26.4,1
"00-0030431","Robert Woods","WR","WR","HOU",2,72,193,11,"ACT","Southern California","Robert Woods",13,0,0,0,0,0,0,0,0,22,34,225,0,42.5,3.3,0,0,17.3,0
"00-0038618","Xavier Hutchinson","WR","WR","HOU",19,75,210,1,"ACT","Iowa State","Xavier Hutchinson",16,0,0,0,0,0,0,0,0,17,33,203,0,37.3,2.3,0,0,12.7,0
"00-0035216","Diontae Johnson","WR","WR","HOU",82,70,181,5,"CUT","Toledo","Diontae Johnson",2,0,0,0,0,0,0,0,0,3,5,24,0,5.4,2.7,0,0,12,0
"00-0032543","Alex Erickson","WR","WR","HOU",14,72,195,8,"DEV","Wisconsin",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037460","Johnny Johnson III","WR","WR","HOU",88,73,199,2,"DEV","Oregon",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038728","Jared Wayne","WR","WR","HOU",14,75,210,1,"ACT","Pittsburgh","Jared Wayne",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"00-0039473","Xavier Johnson","WR","WR","HOU",89,73,210,0,"DEV","Ohio State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039605","Jaxon Janke","WR","WR","HOU",0,75,210,0,"DEV","South Dakota State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039164","Anthony Richardson","QB","QB","IND",5,76,232,1,"INA","Florida","Anthony Richardson",11,126,264,1814,8,12,86,499,6,1,1,-1,0,163.36,14.9,164.9,45.4,-0.1,14
"00-0026158","Joe Flacco","QB","QB","IND",15,78,245,16,"ACT","Delaware","Joe Flacco",7,162,248,1761,12,7,9,26,0,0,0,0,0,99.04,14.1,251.6,3.7,0,12
"00-0036879","Sam Ehlinger","QB","QB","IND",4,74,235,3,"ACT","Texas",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039575","Jason Bean","QB","QB","IND",12,74,205,0,"DEV","Kansas",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036223","Jonathan Taylor","RB","RB","IND",28,70,221,4,"ACT","Wisconsin","Jonathan Taylor",14,0,0,0,0,0,303,1431,11,18,31,136,1,246.7,17.6,0,102.2,9.7,12
"00-0036984","Trey Sermon","RB","RB","IND",27,72,215,3,"ACT","Ohio State","Trey Sermon",14,0,0,0,0,0,56,159,2,16,19,99,0,53.8,3.8,0,11.4,7.1,2
"00-0037120","Tyler Goodson","RB","RB","IND",31,69,199,2,"ACT","Iowa","Tyler Goodson",9,0,0,0,0,0,32,153,1,11,15,61,1,44.4,4.9,0,17,6.8,2
"00-0036020","Salvon Ahmed","RB","RB","IND",36,71,196,4,"DEV","Washington",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038397","Evan Hull","RB","RB","IND",26,70,210,1,"DEV","Northwestern",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039581","Trent Pennix","RB","RB","IND",36,74,0,0,"DEV","North Carolina State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0033217","Mo Alie-Cox","TE","TE","IND",81,77,267,7,"ACT","Virginia Commonwealth","Mo Alie-Cox",12,0,0,0,0,0,0,0,0,12,22,147,1,32.7,2.7,0,0,12.2,1
"00-0036876","Kylen Granson","TE","TE","IND",83,75,235,3,"ACT","Southern Methodist","Kylen Granson",14,0,0,0,0,0,0,0,0,14,31,182,0,32.2,2.3,0,0,13,0
"00-0037292","Andrew Ogletree","TE","TE","IND",85,77,250,2,"ACT","Youngstown State","Andrew Ogletree",11,0,0,0,0,0,0,0,0,9,14,109,1,25.9,2.4,0,0,9.9,1
"00-0038394","Will Mallory","TE","TE","IND",86,76,245,1,"INA","Miami","Will Mallory",7,0,0,0,0,0,0,0,0,4,8,29,0,6.9,1,0,0,4.1,0
"00-0036032","Sean McKeon","TE","TE","IND",49,77,246,4,"DEV","Michigan",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036423","Albert Okwuegbunam","TE","TE","IND",84,77,255,4,"DEV","Missouri",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037755","Jelani Woods","TE","TE","IND",80,79,265,2,"RES","Virginia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038997","Josh Downs","WR","WR","IND",1,69,175,1,"ACT","North Carolina","Josh Downs",14,0,0,0,0,0,1,-1,0,72,107,803,5,182.2,13,0,-0.1,57.4,5
"00-0036252","Michael Pittman","WR","WR","IND",11,76,220,4,"ACT","Southern California","Michael Pittman",16,0,0,0,0,0,0,0,0,69,111,808,3,165.8,10.4,0,0,50.5,3
"00-0037664","Alec Pierce","WR","WR","IND",14,75,213,2,"ACT","Cincinnati","Alec Pierce",16,0,0,0,0,0,0,0,0,37,69,824,7,161.4,10.1,0,0,51.5,7
"00-0039890","Adonai Mitchell","WR","WR","IND",10,74,196,0,"ACT","Texas","Adonai Mitchell",17,1,1,24,0,0,4,6,0,23,55,312,0,53.76,3.2,1.4,0.4,18.4,0
"00-0035021","Ashton Dulin","WR","WR","IND",16,74,215,5,"ACT","Malone","Ashton Dulin",9,0,0,0,0,0,5,45,0,2,8,67,1,19.2,2.1,0,5,7.4,1
"00-0039816","Anthony Gould","WR","WR","IND",6,68,172,0,"ACT","Oregon State","Anthony Gould",1,0,0,0,0,0,0,0,0,1,1,23,0,3.3,3.3,0,0,23,0
"00-0032951","Laquon Treadwell","WR","WR","IND",17,74,215,8,"DEV","Mississippi",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035045","D.J. Montgomery","WR","WR","IND",2,73,201,5,"DEV","Austin Peay",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035593","Juwann Winfree","WR","WR","IND",9,73,215,5,"RES","Colorado",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036439","Tyrie Cleveland","WR","WR","IND",15,74,205,4,"CUT","Florida",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037394","Ethan Fernea","WR","WR","IND",13,72,190,2,"DEV","UCLA",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039579","Xavier White","WR","WR","IND",7,72,195,0,"CUT","Texas Tech",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039891","Derek Slywka","WR","WR","IND",13,75,215,0,"CUT","Ithaca",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036971","Trevor Lawrence","QB","QB","JAX",16,78,220,3,"RES","Clemson","Trevor Lawrence",10,172,284,2045,11,7,26,119,3,0,0,0,0,145.7,14.6,204.5,11.9,0,14
"00-0036972","Mac Jones","QB","QB","JAX",10,75,214,3,"ACT","Alabama","Mac Jones",10,171,262,1672,8,8,28,92,1,0,0,0,0,96.08,9.6,167.2,9.2,0,9
"00-0033936","C.J. Beathard","QB","QB","JAX",19,74,215,7,"ACT","Iowa",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034899","John Wolford","QB","QB","JAX",18,73,200,6,"DEV","Wake Forest",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
